position_latitude,position_longitude,date,year,month
51.37033,4.1085,2015-01-16,2015,1
61.935665,5.12133,2015-01-07,2015,1
61.935665,5.12133,2015-01-07,2015,1
69.688,18.9005,2014-12-06,2014,12
69.651665,18.981665,2014-12-06,2014,12
69.651665,18.981665,2014-12-06,2014,12
69.688,18.9005,2014-12-06,2014,12
58.92575,11.167055,2014-11-30,2014,11
34.57833,122.066665,2014-11-27,2014,11
59.423,10.652165,2014-11-27,2014,11
59.423,10.652165,2014-11-27,2014,11
34.57833,122.066665,2014-11-27,2014,11
36.13833,5.391665,2014-10-11,2014,10
36.13833,5.391665,2014-10-11,2014,10
58.99,-1.35,2014-09-23,2014,9
58.99,-1.35,2014-09-23,2014,9
60.846665,3.576665,2014-09-11,2014,9
60.846665,3.576665,2014-09-11,2014,9
59.885165,10.71783,2014-09-03,2014,9
59.885165,10.71783,2014-09-03,2014,9
60.531665,5.295,2014-09-02,2014,9
60.531665,5.295,2014-09-02,2014,9
21.04833,110.626665,2014-08-30,2014,8
21.04833,110.626665,2014-08-30,2014,8
58.455,8.76833,2014-08-16,2014,8
58.455,8.76833,2014-08-16,2014,8
60.388165,5.3035,2014-08-10,2014,8
60.388165,5.3035,2014-08-10,2014,8
68.221665,14.556665,2014-08-01,2014,8
68.221665,14.556665,2014-08-01,2014,8
62.45483,6.23133,2014-07-18,2014,7
62.45483,6.23133,2014-07-18,2014,7
3.475,5.588,2014-07-02,2014,7
3.475,5.588,2014-07-02,2014,7
59.421665,10.65,2014-06-09,2014,6
59.421665,10.65,2014-06-09,2014,6
53.872925,9.15019,2014-04-06,2014,4
53.872925,9.15019,2014-04-06,2014,4
65.16733,24.5745,2014-03-11,2014,3
65.16733,24.5745,2014-03-11,2014,3
1.224165,103.6505,2014-02-03,2014,2
1.224165,103.6505,2014-02-03,2014,2
63.186665,7.775,2014-01-16,2014,1
63.186665,7.775,2014-01-16,2014,1
56.516665,3.23333,2013-12-10,2013,12
28.13683,-15.47,2013-12-03,2013,12
28.13683,-15.47,2013-12-03,2013,12
58.92183,5.58733,2013-11-28,2013,11
58.92183,5.58733,2013-11-28,2013,11
60.39083,5.225,2013-11-22,2013,11
60.39083,5.225,2013-11-22,2013,11
60.122665,5.42133,2013-10-30,2013,10
60.122665,5.42133,2013-10-30,2013,10
62.11783166666667,6.033831666666667,2013-08-26,2013,8
62.11783166666667,6.033831666666667,2013-08-26,2013,8
59.905,10.72333,2013-08-22,2013,8
59.905,10.72333,2013-08-22,2013,8
68.22,15.355,2013-08-14,2013,8
68.22,15.355,2013-08-14,2013,8
58.856665,9.421665,2013-07-27,2013,7
58.856665,9.421665,2013-07-27,2013,7
62.101165,7.20283,2013-07-24,2013,7
62.101165,7.20283,2013-07-24,2013,7
58.441665,5.988331666666666,2013-06-27,2013,6
58.441665,5.988331666666666,2013-06-27,2013,6
59.885,10.76,2013-06-20,2013,6
59.885,10.76,2013-06-20,2013,6
67.6,13.65,2013-06-16,2013,6
67.6,13.65,2013-06-16,2013,6
60.85833,7.11,2013-06-04,2013,6
60.85833,7.11,2013-06-04,2013,6
59.20333,10.95333,2013-06-02,2013,6
59.20333,10.95333,2013-06-02,2013,6
20.15,57.48833166666667,2013-05-12,2013,5
66.021665,12.651665,2013-05-06,2013,5
66.021665,12.651665,2013-05-06,2013,5
68.969165,15.651665,2013-03-23,2013,3
68.969165,15.651665,2013-03-23,2013,3
62.45283,6.06333,2013-03-19,2013,3
62.45283,6.06333,2013-03-19,2013,3
59.99,5.33833,2013-02-22,2013,2
59.99,5.33833,2013-02-22,2013,2
51.271165,1.803665,2013-02-05,2013,2
54.366665,10.156665,2013-02-04,2013,2
54.366665,10.156665,2013-02-04,2013,2
65.005,11.64,2013-01-16,2013,1
65.005,11.64,2013-01-16,2013,1
-22.885665,-43.13883,2013-01-02,2013,1
-22.885665,-43.13883,2013-01-02,2013,1
,,2012-12-21,2012,12
,,2012-12-21,2012,12
69.7185,19.049833333333332,2012-10-20,2012,10
59.825,10.59,2012-09-02,2012,9
59.825,10.59,2012-09-02,2012,9
56.68333333333333,8.216666666666667,2012-08-24,2012,8
56.68333333333333,8.216666666666667,2012-08-24,2012,8
68.224,16.073,2012-08-10,2012,8
68.224,16.073,2012-08-10,2012,8
,,2012-08-07,2012,8
,,2012-08-07,2012,8
,,2012-08-06,2012,8
,,2012-08-06,2012,8
,,2012-06-30,2012,6
,,2012-06-30,2012,6
70.366665,31.0,2012-06-12,2012,6
70.366665,31.0,2012-06-12,2012,6
62.49916666666667,6.144333333333333,2012-06-11,2012,6
62.49916666666667,6.144333333333333,2012-06-11,2012,6
,,2012-05-22,2012,5
,,2012-05-22,2012,5
34.885,128.86,2012-05-14,2012,5
60.10333166666667,5.185,2012-04-03,2012,4
60.10333166666667,5.185,2012-04-03,2012,4
38.886665,118.15,2012-03-22,2012,3
38.886665,118.15,2012-03-22,2012,3
62.905,6.894,2012-03-09,2012,3
61.871665,5.221665,2012-03-03,2012,3
61.871665,5.221665,2012-03-03,2012,3
61.871665,5.221665,2012-03-03,2012,3
1.25,103.85633,2012-01-05,2012,1
1.25,103.85633,2012-01-05,2012,1
,,2012-01-05,2012,1
,,2012-01-05,2012,1
60.405,5.1075,2011-12-06,2011,12
60.405,5.1075,2011-12-06,2011,12
60.405,5.1075,2011-12-06,2011,12
60.32333166666667,5.152731666666667,2011-12-01,2011,12
60.32333166666667,5.152731666666667,2011-12-01,2011,12
66.39333,12.825,2011-11-16,2011,11
66.39333,12.825,2011-11-16,2011,11
51.32121,3.818935,2011-11-13,2011,11
51.32121,3.818935,2011-11-13,2011,11
56.7,8.21833,2011-10-19,2011,10
56.7,8.21833,2011-10-19,2011,10
58.45741666666667,5.9779333333333335,2011-09-30,2011,9
58.45741666666667,5.9779333333333335,2011-09-30,2011,9
63.57533166666666,9.8395,2011-08-29,2011,8
63.57533166666666,9.8395,2011-08-29,2011,8
,,2011-08-04,2011,8
,,2011-08-04,2011,8
59.83333,10.6,2011-06-22,2011,6
59.83333,10.6,2011-06-22,2011,6
47.83333,-5.5,2011-06-21,2011,6
47.83333,-5.5,2011-06-21,2011,6
57.442665,-1.2565,2011-05-04,2011,5
57.442665,-1.2565,2011-05-04,2011,5
60.41,5.025,2011-04-19,2011,4
60.41,5.025,2011-04-19,2011,4
66.60166666666667,13.070333333333334,2011-04-12,2011,4
66.60166666666667,13.070333333333334,2011-04-12,2011,4
57.13333333333333,-2.0833333333333335,2011-03-31,2011,3
57.13333333333333,-2.0833333333333335,2011-03-31,2011,3
69.82,5.025,2011-03-13,2011,3
69.82,5.025,2011-03-13,2011,3
69.321665,16.135,2011-03-08,2011,3
69.321665,16.135,2011-03-08,2011,3
59.406,10.489166666666666,2011-03-03,2011,3
59.406,10.489166666666666,2011-03-03,2011,3
30.35,32.333333333333336,2011-01-19,2011,1
30.35,32.333333333333336,2011-01-19,2011,1
59.701,10.3385,2010-12-09,2010,12
59.701,10.3385,2010-12-09,2010,12
71.084,30.27633,2010-11-18,2010,11
71.084,30.27633,2010-11-18,2010,11
59.774181666666664,5.500998333333333,2010-11-15,2010,11
69.62333333333333,17.832333333333334,2010-11-15,2010,11
69.62333333333333,17.832333333333334,2010-11-15,2010,11
58.925,5.58833,2010-11-08,2010,11
58.925,5.58833,2010-11-08,2010,11
,,2010-10-06,2010,10
,,2010-10-06,2010,10
,,2010-10-04,2010,10
,,2010-10-04,2010,10
,,2010-09-17,2010,9
,,2010-09-17,2010,9
,,2010-09-17,2010,9
,,2010-09-17,2010,9
,,2010-09-09,2010,9
,,2010-09-09,2010,9
,,2010-09-07,2010,9
,,2010-09-07,2010,9
,,2010-08-13,2010,8
,,2010-08-13,2010,8
62.72833333333333,7.151666666666666,2010-08-07,2010,8
62.72833333333333,7.151666666666666,2010-08-07,2010,8
58.92666666666667,10.67,2010-07-24,2010,7
59.019165,10.899665,2010-07-17,2010,7
59.019165,10.899665,2010-07-17,2010,7
57.18333333333333,-59.031666666666666,2010-07-09,2010,7
57.18333333333333,-59.031666666666666,2010-07-09,2010,7
59.348333333333336,5.3133333333333335,2010-06-29,2010,6
59.348333333333336,5.3133333333333335,2010-06-29,2010,6
53.55,8.566666666666666,2010-06-29,2010,6
36.095,-4.47,2010-06-20,2010,6
36.095,-4.47,2010-06-20,2010,6
57.78548166666667,8.491465,2010-04-23,2010,4
57.78548166666667,8.491465,2010-04-23,2010,4
66.37016666666666,12.622166666666667,2010-04-17,2010,4
66.37016666666666,12.622166666666667,2010-04-17,2010,4
59.43700166666667,5.088371666666666,2010-03-30,2010,3
69.671665,18.98,2010-03-30,2010,3
69.671665,18.98,2010-03-30,2010,3
59.43700166666667,5.088371666666666,2010-03-30,2010,3
69.23333,17.0,2010-03-13,2010,3
69.23333,17.0,2010-03-13,2010,3
60.338166666666666,5.186,2010-03-12,2010,3
60.338166666666666,5.186,2010-03-12,2010,3
67.50666666666666,12.076,2010-03-11,2010,3
67.50666666666666,12.076,2010-03-11,2010,3
67.47703333333334,11.704183333333333,2010-03-04,2010,3
66.16333333333333,34.60666666666667,2010-02-28,2010,2
66.16333333333333,34.60666666666667,2010-02-28,2010,2
67.30833,11.755,2010-02-11,2010,2
67.30833,11.755,2010-02-11,2010,2
51.31968166666667,3.8238316666666665,2010-02-08,2010,2
1.245,103.961,2010-02-08,2010,2
1.245,103.961,2010-02-08,2010,2
51.31968166666667,3.8238316666666665,2010-02-08,2010,2
54.36666666666667,1.15,2010-01-29,2010,1
62.736666666666665,7.168083333333334,2009-12-24,2009,12
62.736666666666665,7.168083333333334,2009-12-24,2009,12
61.42,4.956666666666667,2009-11-27,2009,11
61.42,4.956666666666667,2009-11-27,2009,11
60.736666666666665,4.705,2009-11-22,2009,11
60.736666666666665,4.705,2009-11-22,2009,11
56.916666666666664,2.6,2009-11-17,2009,11
21.958333333333332,114.415,2009-11-15,2009,11
40.05,26.283333333333335,2009-11-12,2009,11
62.205,5.47,2009-11-09,2009,11
62.205,5.47,2009-11-09,2009,11
66.47666666666667,12.943333333333333,2009-10-30,2009,10
66.47666666666667,12.943333333333333,2009-10-30,2009,10
58.973333333333336,5.740666666666667,2009-10-23,2009,10
58.973333333333336,5.740666666666667,2009-10-23,2009,10
59.61,5.237833333333334,2009-10-15,2009,10
59.61,5.237833333333334,2009-10-15,2009,10
51.88333166666666,4.333331666666667,2009-10-07,2009,10
59.45,4.0,2009-09-05,2009,9
51.8963,4.29865,2009-09-03,2009,9
58.595,2.9683333333333333,2009-09-03,2009,9
58.595,2.9683333333333333,2009-09-03,2009,9
59.352333333333334,5.31,2009-08-29,2009,8
,,2009-08-06,2009,8
,,2009-08-06,2009,8
10.918333333333333,-61.123333333333335,2009-08-01,2009,8
60.4,5.248333333333333,2009-07-27,2009,7
60.4,5.248333333333333,2009-07-27,2009,7
37.9515,23.568166666666666,2009-07-20,2009,7
59.78333333333333,5.566666666666666,2009-07-17,2009,7
59.78333333333333,5.566666666666666,2009-07-17,2009,7
60.39816666666667,5.316,2009-07-16,2009,7
60.39816666666667,5.316,2009-07-16,2009,7
66.73333333333333,13.5,2009-07-12,2009,7
66.73333333333333,13.5,2009-07-12,2009,7
,,2009-07-03,2009,7
,,2009-07-03,2009,7
56.546,3.2156666666666665,2009-06-08,2009,6
62.385,6.089666666666667,2009-04-21,2009,4
62.385,6.089666666666667,2009-04-21,2009,4
60.11666666666667,5.400833333333333,2009-04-03,2009,4
59.14216666666667,5.8726666666666665,2009-04-03,2009,4
59.14216666666667,5.8726666666666665,2009-04-03,2009,4
66.54766666666667,13.017333333333333,2009-03-28,2009,3
6.096166666666667,106.88466666666666,2009-03-23,2009,3
60.37416666666667,5.1515,2009-03-18,2009,3
60.37416666666667,5.1515,2009-03-18,2009,3
70.0985,30.247166666666665,2009-03-09,2009,3
70.0985,30.247166666666665,2009-03-09,2009,3
71.03333333333333,23.183333333333334,2009-02-23,2009,2
71.03333333333333,23.183333333333334,2009-02-23,2009,2
61.92783,5.121665,2009-02-10,2009,2
61.92783,5.121665,2009-02-10,2009,2
53.885095,9.119385,2009-01-15,2009,1
53.885095,9.119385,2009-01-15,2009,1
68.9515,16.63533333333333,2008-12-16,2008,12
68.9515,16.63533333333333,2008-12-16,2008,12
70.1,18.666666666666668,2008-12-10,2008,12
70.1,18.666666666666668,2008-12-10,2008,12
59.418166666666664,4.717333333333333,2008-10-01,2008,10
59.418166666666664,4.717333333333333,2008-10-01,2008,10
69.68833333333333,19.033333333333335,2008-09-10,2008,9
69.68833333333333,19.033333333333335,2008-09-10,2008,9
59.884166666666665,5.533333333333333,2008-08-16,2008,8
59.884166666666665,5.533333333333333,2008-08-16,2008,8
,,2008-07-23,2008,7
58.45733,8.769665,2008-07-23,2008,7
,,2008-07-23,2008,7
58.45733,8.769665,2008-07-23,2008,7
58.101333333333336,5.668,2008-06-30,2008,6
58.101333333333336,5.668,2008-06-30,2008,6
,,2008-06-26,2008,6
59.63483333333333,10.607,2008-05-31,2008,5
59.63483333333333,10.607,2008-05-31,2008,5
38.134166666666665,121.96733333333333,2008-05-01,2008,5
67.39283166666667,14.4325,2008-04-25,2008,4
67.39283166666667,14.4325,2008-04-25,2008,4
30.1515,122.9955,2008-04-17,2008,4
,,2008-03-27,2008,3
,,2008-03-27,2008,3
26.213333333333335,-78.91333333333333,2008-03-03,2008,3
26.213333333333335,-78.91333333333333,2008-03-03,2008,3
59.508833333333335,6.249833333333333,2008-02-28,2008,2
59.508833333333335,6.249833333333333,2008-02-28,2008,2
54.36666666666667,9.84,2007-12-22,2007,12
54.36666666666667,9.84,2007-12-22,2007,12
34.451,129.37033333333332,2007-12-07,2007,12
34.451,129.37033333333332,2007-12-07,2007,12
69.35116666666667,18.084333333333333,2007-11-25,2007,11
69.35116666666667,18.084333333333333,2007-11-25,2007,11
4.133333333333334,7.516666666666667,2007-11-21,2007,11
,,2007-11-17,2007,11
,,2007-11-17,2007,11
2.6433333333333335,101.38333333333334,2007-10-11,2007,10
2.6433333333333335,101.38333333333334,2007-10-11,2007,10
62.91833,6.84,2007-10-09,2007,10
62.91833,6.84,2007-10-09,2007,10
64.25083333333333,10.3215,2007-09-29,2007,9
64.25083333333333,10.3215,2007-09-29,2007,9
51.091166666666666,4.0248333333333335,2007-09-03,2007,9
,,2007-08-17,2007,8
,,2007-08-17,2007,8
,,2007-08-07,2007,8
,,2007-08-07,2007,8
59.160666666666664,2.4863333333333335,2007-07-09,2007,7
,,2007-06-18,2007,6
,,2007-06-18,2007,6
,,2007-06-10,2007,6
58.5,-1.55,2007-06-04,2007,6
59.13333333333333,11.416666666666666,2007-05-30,2007,5
59.13333333333333,11.416666666666666,2007-05-30,2007,5
55.93333333333333,-4.683333333333334,2007-04-16,2007,4
51.41833333333334,3.612,2007-03-21,2007,3
51.41833333333334,3.612,2007-03-21,2007,3
59.00216666666667,10.390333333333333,2007-03-08,2007,3
59.00216666666667,10.390333333333333,2007-03-08,2007,3
60.218333333333334,28.231666666666666,2007-02-20,2007,2
60.218333333333334,28.231666666666666,2007-02-20,2007,2
,,2007-02-13,2007,2
,,2006-12-24,2006,12
,,2006-12-24,2006,12
58.58,5.605,2006-12-05,2006,12
,,2006-11-27,2006,11
,,2006-11-27,2006,11
,,2006-11-17,2006,11
64.267,7.23483,2006-11-13,2006,11
64.267,7.23483,2006-11-13,2006,11
,,2006-11-08,2006,11
,,2006-11-08,2006,11
31.392666666666667,32.32866666666666,2006-09-09,2006,9
31.392666666666667,32.32866666666666,2006-09-09,2006,9
59.00383166666666,10.9385,2006-08-11,2006,8
59.00383166666666,10.9385,2006-08-11,2006,8
,,2006-07-28,2006,7
,,2006-07-28,2006,7
59.0,9.75,2006-07-20,2006,7
59.0,9.75,2006-07-20,2006,7
47.8015,-5.500166666666667,2006-06-14,2006,6
47.8015,-5.500166666666667,2006-06-14,2006,6
1.305,104.20333333333333,2006-06-13,2006,6
1.305,104.20333333333333,2006-06-13,2006,6
,,2006-06-11,2006,6
,,2006-06-11,2006,6
,,2006-06-11,2006,6
32.66133333333333,126.77516666666666,2006-05-23,2006,5
32.66133333333333,126.77516666666666,2006-05-23,2006,5
,,2006-05-19,2006,5
,,2006-05-19,2006,5
51.233333333333334,4.383333333333334,2006-05-06,2006,5
59.41233166666667,10.569331666666667,2006-03-29,2006,3
59.41233166666667,10.569331666666667,2006-03-29,2006,3
59.4,10.466666666666667,2006-03-18,2006,3
59.61666666666667,10.416666666666666,2006-03-10,2006,3
67.46716666666667,11.925666666666666,2006-03-10,2006,3
67.46716666666667,11.925666666666666,2006-03-10,2006,3
59.61666666666667,10.416666666666666,2006-03-10,2006,3
62.883,6.941666666666666,2006-02-04,2006,2
62.883,6.941666666666666,2006-02-04,2006,2
,,2006-02-03,2006,2
,,2006-02-03,2006,2
71.25,24.55,2006-01-19,2006,1
71.25,24.55,2006-01-19,2006,1
,,2006-01-12,2006,1
,,2006-01-12,2006,1
53.991665,8.24333,2006-01-10,2006,1
53.991665,8.24333,2006-01-10,2006,1
53.991665,8.24333,2006-01-10,2006,1
69.03333333333333,14.802,2006-01-07,2006,1
69.03333333333333,14.802,2006-01-07,2006,1
68.75,16.783333333333335,2006-01-06,2006,1
68.75,16.783333333333335,2006-01-06,2006,1
54.19166666666667,9.531666666666666,2006-01-03,2006,1
54.19166666666667,9.531666666666666,2006-01-03,2006,1
,,2005-12-15,2005,12
,,2005-12-15,2005,12
1.3066666666666666,104.17166666666667,2005-12-01,2005,12
1.3066666666666666,104.17166666666667,2005-12-01,2005,12
52.46,4.5683316666666665,2005-11-16,2005,11
59.266666666666666,0.8678316666666667,2005-11-04,2005,11
59.266666666666666,0.8678316666666667,2005-11-04,2005,11
51.73,4.628333333333333,2005-08-26,2005,8
51.73,4.628333333333333,2005-08-26,2005,8
63.0145,7.100333333333333,2005-08-22,2005,8
63.0145,7.100333333333333,2005-08-22,2005,8
58.716833333333334,10.202333333333334,2005-07-30,2005,7
58.716833333333334,10.202333333333334,2005-07-30,2005,7
,,2005-07-23,2005,7
34.06666666666667,125.78333333333333,2005-07-20,2005,7
34.06666666666667,125.78333333333333,2005-07-20,2005,7
-6.951165,112.701,2005-07-06,2005,7
-6.951165,112.701,2005-07-06,2005,7
36.10033333333333,-5.399166666666667,2005-06-23,2005,6
36.10033333333333,-5.399166666666667,2005-06-23,2005,6
,,2005-06-23,2005,6
,,2005-06-23,2005,6
,,2005-06-21,2005,6
,,2005-06-21,2005,6
,,2005-05-30,2005,5
,,2005-05-30,2005,5
56.15833166666667,14.821666666666667,2005-05-24,2005,5
56.15833166666667,14.821666666666667,2005-05-24,2005,5
35.28333333333333,139.66666666666666,2005-05-17,2005,5
35.28333333333333,139.66666666666666,2005-05-17,2005,5
59.166666666666664,2.5,2005-05-06,2005,5
56.13333333333333,12.534,2005-04-27,2005,4
56.13333333333333,12.534,2005-04-27,2005,4
,,2005-04-26,2005,4
,,2005-04-26,2005,4
28.055,123.455,2005-04-10,2005,4
,,2005-03-27,2005,3
,,2005-03-27,2005,3
10.261166666666666,107.20583333333333,2005-03-17,2005,3
64.93916666666667,11.4555,2005-03-10,2005,3
64.93916666666667,11.4555,2005-03-10,2005,3
65.708,11.925,2005-02-25,2005,2
65.08666666666667,11.758333333333333,2005-02-14,2005,2
65.08666666666667,11.758333333333333,2005-02-14,2005,2
58.01766666666666,7.9013333333333335,2005-01-24,2005,1
58.01766666666666,7.9013333333333335,2005-01-24,2005,1
53.58866666666667,0.005833333333333334,2005-01-23,2005,1
53.58866666666667,0.005833333333333334,2005-01-23,2005,1
31.968831666666667,120.37183166666667,2005-01-22,2005,1
31.968831666666667,120.37183166666667,2005-01-22,2005,1
63.48833333333334,9.033333333333333,2005-01-15,2005,1
63.48833333333334,9.033333333333333,2005-01-15,2005,1
69.36666666666666,17.038333333333334,2004-11-24,2004,11
69.36666666666666,17.038333333333334,2004-11-24,2004,11
76.23333166666667,29.416666666666668,2004-11-21,2004,11
76.23333166666667,29.416666666666668,2004-11-21,2004,11
58.0675,-5.850666666666666,2004-10-28,2004,10
58.0675,-5.850666666666666,2004-10-28,2004,10
55.193333333333335,11.085,2004-10-24,2004,10
55.193333333333335,11.085,2004-10-24,2004,10
,,2004-10-04,2004,10
,,2004-10-04,2004,10
,,2004-10-03,2004,10
,,2004-10-03,2004,10
,,2004-09-30,2004,9
,,2004-09-30,2004,9
67.87466666666667,13.706333333333333,2004-09-29,2004,9
67.87466666666667,13.706333333333333,2004-09-29,2004,9
59.2,5.816666666666666,2004-09-05,2004,9
,,2004-08-07,2004,8
,,2004-08-07,2004,8
,,2004-07-23,2004,7
,,2004-07-23,2004,7
51.462666666666664,3.5523333333333333,2004-07-19,2004,7
51.462666666666664,3.5523333333333333,2004-07-19,2004,7
58.834331666666664,5.318,2004-06-05,2004,6
58.834331666666664,5.318,2004-06-05,2004,6
,,2004-04-03,2004,4
,,2004-04-03,2004,4
56.916666666666664,4.916666666666667,2004-03-12,2004,3
56.916666666666664,4.916666666666667,2004-03-12,2004,3
60.941,3.574831666666667,2004-03-07,2004,3
60.941,3.574831666666667,2004-03-07,2004,3
1.25,103.96,2004-02-17,2004,2
1.25,103.96,2004-02-17,2004,2
60.41733333333333,5.033833333333333,2004-02-16,2004,2
60.41733333333333,5.033833333333333,2004-02-16,2004,2
,,2004-02-06,2004,2
,,2004-02-06,2004,2
,,2003-12-12,2003,12
,,2003-12-12,2003,12
,,2003-12-01,2003,12
,,2003-12-01,2003,12
61.1,4.316666666666666,2003-10-18,2003,10
,,2003-10-18,2003,10
61.1,4.316666666666666,2003-10-18,2003,10
,,2003-10-18,2003,10
57.101166666666664,2.85,2003-10-12,2003,10
57.101166666666664,2.85,2003-10-12,2003,10
63.431333333333335,8.695666666666666,2003-10-02,2003,10
63.431333333333335,8.695666666666666,2003-10-02,2003,10
,,2003-08-30,2003,8
53.7,0.36783333333333335,2003-08-10,2003,8
53.7,0.36783333333333335,2003-08-10,2003,8
,,2003-08-02,2003,8
,,2003-07-27,2003,7
,,2003-07-27,2003,7
,,2003-06-09,2003,6
,,2003-06-09,2003,6
,,2003-04-25,2003,4
,,2003-04-25,2003,4
66.40133333333333,12.841333333333333,2003-04-14,2003,4
66.40133333333333,12.841333333333333,2003-04-14,2003,4
,,2003-04-13,2003,4
,,2003-04-13,2003,4
58.483,5.653666666666667,2003-03-25,2003,3
58.483,5.653666666666667,2003-03-25,2003,3
54.65,20.08333,2003-03-21,2003,3
54.65,20.08333,2003-03-21,2003,3
28.616666666666667,-93.48333333333333,2003-03-07,2003,3
28.616666666666667,-93.48333333333333,2003-03-07,2003,3
-23.676666666666666,151.51333333333332,2003-02-03,2003,2
-23.676666666666666,151.51333333333332,2003-02-03,2003,2
60.34766666666667,27.034833333333335,2003-01-31,2003,1
60.34766666666667,27.034833333333335,2003-01-31,2003,1
57.766666666666666,6.233333333333333,2003-01-23,2003,1
57.766666666666666,6.233333333333333,2003-01-23,2003,1
51.358333333333334,2.2116666666666664,2002-12-14,2002,12
51.358333333333334,2.2116666666666664,2002-12-14,2002,12
,,2002-12-03,2002,12
,,2002-12-03,2002,12
,,2002-11-26,2002,11
,,2002-11-26,2002,11
33.15133333333333,124.8515,2002-11-25,2002,11
33.15133333333333,124.8515,2002-11-25,2002,11
36.12,-5.226666666666667,2002-11-13,2002,11
36.12,-5.226666666666667,2002-11-13,2002,11
,,2002-11-08,2002,11
,,2002-11-08,2002,11
57.5845,9.966666666666667,2002-10-27,2002,10
57.5845,9.966666666666667,2002-10-27,2002,10
27.844166666666666,-97.05083333333333,2002-10-15,2002,10
27.844166666666666,-97.05083333333333,2002-10-15,2002,10
,,2002-09-24,2002,9
31.35333333333333,121.50833333333334,2002-09-22,2002,9
31.35333333333333,121.50833333333334,2002-09-22,2002,9
,,2002-09-13,2002,9
,,2002-09-13,2002,9
,,2002-08-31,2002,8
,,2002-08-31,2002,8
58.833333333333336,5.383333333333334,2002-08-27,2002,8
58.833333333333336,5.383333333333334,2002-08-27,2002,8
41.98166666666667,-6.455,2002-08-26,2002,8
41.98166666666667,-6.455,2002-08-26,2002,8
59.9,10.716666666666667,2002-08-15,2002,8
59.9,10.716666666666667,2002-08-15,2002,8
61.05083333333334,4.466666666666667,2002-08-04,2002,8
61.05083333333334,4.466666666666667,2002-08-04,2002,8
,,2002-07-27,2002,7
,,2002-07-27,2002,7
,,2002-07-27,2002,7
,,2002-07-27,2002,7
,,2002-07-19,2002,7
,,2002-07-19,2002,7
10.6,108.58333333333333,2002-07-17,2002,7
10.6,108.58333333333333,2002-07-17,2002,7
,,2002-07-16,2002,7
,,2002-07-16,2002,7
60.4,5.266666666666667,2002-07-01,2002,7
60.4,5.266666666666667,2002-07-01,2002,7
60.38333333333333,5.166666666666667,2002-06-29,2002,6
60.38333333333333,5.166666666666667,2002-06-29,2002,6
,,2002-06-22,2002,6
,,2002-06-22,2002,6
,,2002-06-16,2002,6
,,2002-06-16,2002,6
56.4,6.966666666666667,2002-06-09,2002,6
56.4,6.966666666666667,2002-06-09,2002,6
55.733333333333334,7.166666666666667,2002-05-30,2002,5
55.733333333333334,7.166666666666667,2002-05-30,2002,5
55.405,7.301666666666667,2002-05-14,2002,5
55.405,7.301666666666667,2002-05-14,2002,5
70.72616666666667,23.5345,2002-04-19,2002,4
70.72616666666667,23.5345,2002-04-19,2002,4
29.933333333333334,-90.06666666666666,2002-04-17,2002,4
29.933333333333334,-90.06666666666666,2002-04-17,2002,4
59.0045,9.784666666666666,2002-04-04,2002,4
59.0045,9.784666666666666,2002-04-04,2002,4
,,2002-03-06,2002,3
61.06816666666667,5.500666666666667,2002-03-02,2002,3
61.06816666666667,5.500666666666667,2002-03-02,2002,3
,,2002-02-26,2002,2
,,2002-02-26,2002,2
51.8,4.625,2002-02-08,2002,2
51.8,4.625,2002-02-08,2002,2
64.8335,-11.217166666666667,2002-01-27,2002,1
64.8335,-11.217166666666667,2002-01-27,2002,1
29.350833333333334,-94.753,2002-01-04,2002,1
29.350833333333334,-94.753,2002-01-04,2002,1
,,2001-12-10,2001,12
,,2001-12-10,2001,12
,,2001-11-27,2001,11
,,2001-11-27,2001,11
34.15,137.06333333333333,2001-10-13,2001,10
,,2001-10-13,2001,10
34.15,137.06333333333333,2001-10-13,2001,10
71.095,25.093333333333334,2001-09-11,2001,9
69.61816666666667,15.926333333333334,2001-09-07,2001,9
69.61816666666667,15.926333333333334,2001-09-07,2001,9
59.703833333333336,10.595166666666668,2001-08-09,2001,8
59.703833333333336,10.595166666666668,2001-08-09,2001,8
,,2001-07-24,2001,7
,,2001-07-24,2001,7
62.805,5.636666666666667,2001-07-16,2001,7
62.805,5.636666666666667,2001-07-16,2001,7
71.08833333333334,24.865,2001-07-08,2001,7
71.08833333333334,24.865,2001-07-08,2001,7
2.525,101.55833333333334,2001-07-01,2001,7
2.525,101.55833333333334,2001-07-01,2001,7
,,2001-06-24,2001,6
,,2001-06-24,2001,6
,,2001-06-20,2001,6
,,2001-06-20,2001,6
59.87916666666667,10.690166666666666,2001-06-04,2001,6
59.87916666666667,10.690166666666666,2001-06-04,2001,6
55.8,12.741665,2001-06-01,2001,6
55.8,12.741665,2001-06-01,2001,6
,,2001-05-28,2001,5
,,2001-05-28,2001,5
70.66716666666666,22.466666666666665,2001-05-14,2001,5
48.74883,-6.3395,2001-05-07,2001,5
48.74883,-6.3395,2001-05-07,2001,5
,,2001-04-29,2001,4
,,2001-04-29,2001,4
,,2001-04-17,2001,4
57.83,9.183333333333334,2001-03-25,2001,3
57.83,9.183333333333334,2001-03-25,2001,3
68.4215,15.137666666666666,2001-03-23,2001,3
68.4215,15.137666666666666,2001-03-23,2001,3
58.233333333333334,11.016666666666667,2001-03-20,2001,3
58.233333333333334,11.016666666666667,2001-03-20,2001,3
